voltage,current,power,pf,z
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.091,202.3,0.83,204.7
223.3,1.092,202.4,0.83,204.5
223.3,1.092,202.4,0.83,204.5
223.3,1.091,202.4,0.83,204.7
223.3,1.091,202.4,0.83,204.7
223.3,1.092,202.4,0.83,204.5
223.3,1.092,202.4,0.83,204.5
223.3,1.092,202.3,0.83,204.5
223.3,1.092,202.3,0.83,204.5
223.4,1.092,202.5,0.83,204.6
223.4,1.092,202.5,0.83,204.6
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.8,0.83,204.5
223.5,1.093,202.8,0.83,204.5
223.4,1.092,202.5,0.83,204.6
223.4,1.092,202.5,0.83,204.6
223.5,1.094,202.9,0.83,204.3
223.5,1.094,202.9,0.83,204.3
223.6,1.094,203,0.83,204.4
223.6,1.094,203,0.83,204.4
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.7,0.83,204.5
223.5,1.093,202.8,0.83,204.5
223.5,1.093,202.8,0.83,204.5
223.6,1.093,202.9,0.83,204.6
223.6,1.093,202.9,0.83,204.6
223.6,1.093,202.9,0.83,204.6
223.5,1.094,202.9,0.83,204.3
223.5,1.094,202.9,0.83,204.3
223.5,1.093,202.8,0.83,204.5
223.5,1.094,202.9,0.83,204.3
223.5,1.094,202.9,0.83,204.3
223.5,1.093,202.8,0.83,204.5
223.5,1.093,202.8,0.83,204.5
223.5,1.094,202.8,0.83,204.3
223.5,1.094,202.8,0.83,204.3
223.5,1.094,202.8,0.83,204.3
223.5,1.094,202.9,0.83,204.3
