voltage,current,power,pf,z
228.7,1.138,210.6,0.81,201.0
228.7,1.138,210.7,0.81,201.0
228.7,1.138,210.7,0.81,201.0
228.6,1.138,210.4,0.81,200.9
228.6,1.138,210.4,0.81,200.9
228.5,1.137,210.2,0.81,201.0
228.5,1.137,210.2,0.81,201.0
228.6,1.137,210.3,0.81,201.1
228.6,1.137,210.3,0.81,201.1
228.6,1.137,210.4,0.81,201.1
228.6,1.137,210.4,0.81,201.1
228.8,1.139,210.8,0.81,200.9
228.8,1.139,210.8,0.81,200.9
228.8,1.139,210.9,0.81,200.9
228.8,1.139,210.9,0.81,200.9
228.7,1.139,210.7,0.81,200.8
228.7,1.139,210.7,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.7,1.137,210.4,0.81,201.1
228.7,1.137,210.4,0.81,201.1
228.7,1.137,210.5,0.81,201.1
228.7,1.137,210.5,0.81,201.1
228.8,1.138,210.7,0.81,201.1
228.8,1.138,210.7,0.81,201.1
228.8,1.138,210.7,0.81,201.1
228.8,1.139,210.8,0.81,200.9
228.8,1.139,210.8,0.81,200.9
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.8,1.139,210.8,0.81,200.9
228.8,1.139,210.8,0.81,200.9
228.8,1.139,210.8,0.81,200.9
228.8,1.139,210.8,0.81,200.9
228.8,1.139,210.8,0.81,200.9
228.7,1.138,210.5,0.81,201.0
228.7,1.138,210.5,0.81,201.0
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.7,1.14,210.8,0.81,200.6
228.7,1.14,210.8,0.81,200.6
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.8,0.81,200.8
228.7,1.139,210.8,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.9,0.81,200.8
228.7,1.139,210.8,0.81,200.8
228.7,1.139,210.8,0.81,200.8
228.8,1.139,210.9,0.81,200.9
228.8,1.139,210.9,0.81,200.9
227.9,1.109,209.9,0.83,205.5
227.9,1.109,209.9,0.83,205.5
227.9,1.109,209.9,0.83,205.5
228,1.11,210.1,0.83,205.4
228.1,1.113,210.5,0.83,204.9
228.1,1.113,210.5,0.83,204.9
228.1,1.114,210.5,0.83,204.8
228.1,1.114,210.5,0.83,204.8
228.1,1.112,210.5,0.83,205.1
228.1,1.112,210.5,0.83,205.1
228.1,1.112,210.5,0.83,205.1
228.1,1.112,210.5,0.83,205.1
228.1,1.112,210.5,0.83,205.1
228.2,1.112,210.7,0.83,205.2
228.2,1.112,210.7,0.83,205.2
228.3,1.111,210.6,0.83,205.5
228.3,1.114,210.9,0.83,204.9
228.3,1.114,210.9,0.83,204.9
228.3,1.114,210.7,0.83,204.9
228.3,1.112,210.7,0.83,205.3
228.3,1.112,210.7,0.83,205.3
228.3,1.112,210.7,0.83,205.3
228.3,1.112,210.7,0.83,205.3
228.2,1.112,210.8,0.83,205.2
228.2,1.112,210.8,0.83,205.2
228.2,1.111,210.7,0.83,205.4
228.2,1.111,210.7,0.83,205.4
228.2,1.112,210.8,0.83,205.2
228.2,1.112,210.8,0.83,205.2
228.2,1.112,210.6,0.83,205.2
228.2,1.112,210.6,0.83,205.2
228.2,1.112,210.7,0.83,205.2
228.2,1.112,210.7,0.83,205.2
228.1,1.112,210.5,0.83,205.1
228.1,1.112,210.5,0.83,205.1
228,1.11,210.3,0.83,205.4
228,1.11,210.3,0.83,205.4
228.1,1.11,210.3,0.83,205.5
228.1,1.11,210.3,0.83,205.5
228,1.11,210.3,0.83,205.4
228,1.11,210.3,0.83,205.4
228.1,1.11,210.3,0.83,205.5
228.1,1.11,210.3,0.83,205.5
228,1.11,210.3,0.83,205.4
228,1.11,210.3,0.83,205.4
228,1.109,210.2,0.83,205.6
228,1.109,210.2,0.83,205.6
228,1.11,210.4,0.83,205.4
228,1.11,210.4,0.83,205.4
228,1.11,210.4,0.83,205.4
228,1.11,210.4,0.83,205.4
228.1,1.111,210.6,0.83,205.3
228.1,1.111,210.6,0.83,205.3
228.1,1.111,210.5,0.83,205.3
228.1,1.111,210.5,0.83,205.3
228.1,1.111,210.6,0.83,205.3
228.1,1.111,210.6,0.83,205.3
228.1,1.111,210.7,0.83,205.3
228.1,1.111,210.7,0.83,205.3
228.1,1.111,210.7,0.83,205.3
228.1,1.111,210.7,0.83,205.3
228.1,1.111,210.6,0.83,205.3
228.1,1.111,210.6,0.83,205.3
228.2,1.112,210.9,0.83,205.2
228.2,1.112,210.9,0.83,205.2
228.2,1.113,211.1,0.83,205.0
228.2,1.113,211.1,0.83,205.0
228.3,1.113,211.3,0.83,205.1
228.3,1.113,211.3,0.83,205.1
228.2,1.111,210.9,0.83,205.4
228.2,1.111,210.9,0.83,205.4
228.3,1.112,211.1,0.83,205.3
228.3,1.112,211.1,0.83,205.3
228.4,1.114,211.3,0.83,205.0
228.4,1.114,211.3,0.83,205.0
228.4,1.113,211.3,0.83,205.2
228.4,1.113,211.3,0.83,205.2
228.4,1.114,211.4,0.83,205.0
228.4,1.114,211.4,0.83,205.0
228.4,1.114,211.4,0.83,205.0
228.3,1.112,211.2,0.83,205.3
228.3,1.112,211.1,0.83,205.3
228.3,1.112,211.1,0.83,205.3
228.4,1.115,211.6,0.83,204.8
228.4,1.115,211.6,0.83,204.8
228.5,1.114,211.4,0.83,205.1
228.5,1.114,211.4,0.83,205.1
228.4,1.113,211.4,0.83,205.2
228.4,1.113,211.4,0.83,205.2
228.4,1.113,211.4,0.83,205.2
228.4,1.113,211.4,0.83,205.2
228.4,1.113,211.4,0.83,205.2
228.3,1.113,211.1,0.83,205.1
228.3,1.113,211.1,0.83,205.1
228.4,1.114,211.5,0.83,205.0
228.4,1.113,211.4,0.83,205.2
